,ON,w1,m1,m2,m3,m6,m12
2016-09-28,0.42,0.45,0.52,0.64,0.84,1.23,1.55
2016-09-29,0.42,0.45,0.53,0.65,0.85,1.24,1.56
2016-09-30,0.42,0.46,0.53,0.65,0.85,1.24,1.55
2016-10-01,0.42,0.46,0.53,0.65,0.85,1.24,1.55
2016-10-02,0.37,0.39,0.43,0.51,0.62,0.87,1.13
2016-10-03,0.37,0.4,0.44,0.52,0.63,0.9,1.21
2016-10-04,0.37,0.4,0.44,0.52,0.63,0.9,1.21
2016-10-05,0.38,0.4,0.44,0.52,0.63,0.9,1.22
2016-10-06,0.39,0.41,0.45,0.54,0.66,0.94,1.27
2016-10-07,0.39,0.41,0.45,0.54,0.66,0.94,1.27
2016-10-08,0.42,0.44,0.52,0.63,0.82,1.2,1.52
2016-10-09,0.42,0.44,0.52,0.63,0.82,1.2,1.52
2016-10-10,0.43,0.46,0.53,0.65,0.87,1.26,1.59
2016-10-11,0.43,0.46,0.54,0.69,0.9,1.26,1.58
2016-10-12,0.43,0.46,0.54,0.69,0.9,1.26,1.58
2016-10-13,0.43,0.46,0.53,0.66,0.88,1.26,1.59
2016-10-14,0.43,0.46,0.54,0.66,0.88,1.26,1.59
2016-10-15,0.43,0.46,0.54,0.66,0.88,1.26,1.59
2016-10-16,0.43,0.46,0.54,0.66,0.88,1.26,1.59
2016-10-17,0.43,0.46,0.53,0.66,0.88,1.26,1.58
2016-10-18,0.43,0.46,0.53,0.66,0.88,1.26,1.57
2016-10-19,0.43,0.46,0.52,0.66,0.88,1.26,1.56
2016-10-20,0.43,0.46,0.52,0.67,0.88,1.26,1.57
2016-10-21,0.43,0.46,0.53,0.67,0.88,1.26,1.57
2016-10-22,0.43,0.46,0.53,0.67,0.88,1.26,1.57
2016-10-23,0.43,0.46,0.53,0.67,0.88,1.26,1.57
2016-10-24,0.43,0.46,0.53,0.67,0.88,1.26,1.57
2016-10-25,0.43,0.45,0.54,0.67,0.89,1.26,1.58
2016-10-26,0.43,0.46,0.53,0.67,0.89,1.26,1.58
2016-10-27,0.43,0.46,0.53,0.67,0.89,1.26,1.58
2016-10-28,0.44,0.46,0.53,0.67,0.89,1.26,1.58
2016-10-29,0.44,0.46,0.53,0.67,0.89,1.26,1.58
2016-10-30,0.44,0.46,0.53,0.67,0.89,1.26,1.58
2016-10-31,0.43,0.46,0.53,0.67,0.88,1.26,1.58
2016-11-01,0.37,0.39,0.42,0.51,0.62,0.85,1.15
2016-11-02,0.37,0.4,0.43,0.51,0.62,0.86,1.12
2016-11-03,0.37,0.4,0.44,0.52,0.63,0.91,1.22
2016-11-04,0.38,0.4,0.44,0.52,0.63,0.9,1.21
2016-11-05,0.38,0.4,0.43,0.52,0.63,0.9,1.23
2016-11-06,0.38,0.4,0.43,0.52,0.63,0.9,1.23
2016-11-07,0.41,0.44,0.48,0.56,0.67,0.95,1.27
2016-11-08,0.42,0.44,0.51,0.63,0.82,1.2,1.52
2016-11-09,0.42,0.44,0.51,0.63,0.82,1.2,1.52
2016-11-10,0.43,0.46,0.53,0.65,0.88,1.26,1.59
2016-11-11,0.43,0.46,0.54,0.69,0.91,1.26,1.59
2016-11-12,0.43,0.46,0.54,0.69,0.91,1.26,1.59
2016-11-13,0.43,0.46,0.54,0.69,0.91,1.26,1.59
2016-11-14,0.43,0.46,0.54,0.7,0.91,1.27,1.61
2016-11-15,0.43,0.46,0.55,0.69,0.91,1.27,1.6
2016-11-16,0.43,0.46,0.55,0.7,0.91,1.28,1.61
2016-11-17,0.43,0.46,0.56,0.7,0.91,1.27,1.6
2016-11-18,0.43,0.46,0.57,0.71,0.92,1.28,1.62
2016-11-19,0.43,0.46,0.57,0.71,0.92,1.28,1.62
2016-11-20,0.43,0.46,0.57,0.71,0.92,1.28,1.62
2016-11-21,0.43,0.46,0.57,0.71,0.92,1.27,1.62
2016-11-22,0.43,0.46,0.58,0.72,0.92,1.28,1.63
2016-11-23,0.43,0.46,0.59,0.73,0.93,1.28,1.63
2016-11-24,0.43,0.46,0.6,0.73,0.94,1.29,1.64
2016-11-25,0.43,0.46,0.61,0.73,0.94,1.29,1.65
2016-11-26,0.43,0.46,0.61,0.73,0.94,1.29,1.65
2016-11-27,0.43,0.46,0.61,0.73,0.94,1.29,1.65
2016-11-28,0.43,0.46,0.61,0.73,0.94,1.29,1.64
2016-11-29,0.43,0.46,0.62,0.73,0.93,1.29,1.64
2016-11-30,0.43,0.46,0.62,0.74,0.93,1.29,1.64
2016-12-01,0.37,0.39,0.42,0.52,0.62,0.85,1.16
2016-12-02,0.37,0.39,0.43,0.52,0.62,0.86,1.12
2016-12-03,0.37,0.39,0.43,0.52,0.62,0.86,1.12
2016-12-04,0.38,0.4,0.44,0.52,0.63,0.89,1.21
2016-12-05,0.38,0.4,0.43,0.52,0.63,0.91,1.23
2016-12-06,0.38,0.4,0.43,0.52,0.63,0.91,1.23
2016-12-07,0.41,0.44,0.48,0.56,0.67,0.97,1.28
2016-12-08,0.42,0.44,0.51,0.63,0.82,1.21,1.53
2016-12-09,0.42,0.45,0.53,0.67,0.86,1.26,1.57
2016-12-10,0.43,0.46,0.53,0.65,0.88,1.26,1.6
2016-12-11,0.43,0.46,0.53,0.65,0.88,1.26,1.6
2016-12-12,0.44,0.65,0.69,0.78,0.96,1.3,1.65
2016-12-13,0.44,0.67,0.7,0.78,0.96,1.3,1.65
2016-12-14,0.44,0.68,0.71,0.79,0.97,1.3,1.65
2016-12-15,0.68,0.7,0.74,0.81,0.99,1.32,1.7
2016-12-16,0.68,0.7,0.74,0.81,1.0,1.32,1.69
2016-12-17,0.68,0.7,0.74,0.81,1.0,1.32,1.69
2016-12-18,0.68,0.7,0.74,0.81,1.0,1.32,1.69
2016-12-19,0.68,0.7,0.74,0.81,0.99,1.32,1.69
2016-12-20,0.68,0.7,0.75,0.81,1.0,1.32,1.69
2016-12-21,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-22,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-23,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-24,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-25,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-26,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-27,0.69,0.71,0.76,0.81,1.0,1.32,1.69
2016-12-28,0.69,0.72,0.77,0.82,1.0,1.32,1.69
2016-12-29,0.69,0.72,0.77,0.82,1.0,1.32,1.69
2016-12-30,0.69,0.72,0.77,0.82,1.0,1.32,1.69
2016-12-31,0.69,0.72,0.77,0.82,1.0,1.32,1.69
2017-01-01,0.69,0.72,0.77,0.82,1.0,1.32,1.69
2017-01-02,0.69,0.72,0.78,0.84,1.03,1.35,1.72
2017-01-03,0.68,0.71,0.81,0.89,1.09,1.41,1.79
2017-01-04,0.68,0.71,0.81,0.89,1.09,1.41,1.79
2017-01-05,0.68,0.71,0.81,0.89,1.09,1.41,1.79
2017-01-06,0.93,0.95,1.08,1.13,1.22,1.42,1.73
2017-01-07,0.93,0.95,1.08,1.13,1.22,1.42,1.73
2017-01-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-01-09,1.18,1.2,1.23,1.27,1.32,1.45,1.71
2017-01-10,1.18,1.2,1.23,1.27,1.32,1.45,1.71
2017-01-11,1.18,1.21,1.24,1.32,1.38,1.58,1.86
2017-01-12,1.18,1.21,1.38,1.44,1.49,1.67,1.96
2017-01-13,0.69,0.72,0.77,0.84,1.02,1.33,1.7
2017-01-14,0.69,0.72,0.77,0.84,1.02,1.33,1.7
2017-01-15,0.69,0.72,0.77,0.84,1.02,1.33,1.7
2017-01-16,0.69,0.72,0.77,0.84,1.02,1.33,1.7
2017-01-17,0.69,0.72,0.77,0.84,1.02,1.33,1.7
2017-01-18,0.69,0.72,0.78,0.85,1.03,1.34,1.71
2017-01-19,0.69,0.72,0.78,0.85,1.04,1.35,1.73
2017-01-20,0.69,0.72,0.78,0.85,1.04,1.36,1.73
2017-01-21,0.69,0.72,0.78,0.85,1.04,1.36,1.73
2017-01-22,0.69,0.72,0.78,0.85,1.04,1.36,1.73
2017-01-23,0.69,0.72,0.77,0.85,1.04,1.35,1.72
2017-01-24,0.69,0.72,0.77,0.84,1.03,1.35,1.71
2017-01-25,0.69,0.72,0.78,0.85,1.04,1.36,1.72
2017-01-26,0.69,0.72,0.78,0.84,1.04,1.36,1.73
2017-01-27,0.69,0.72,0.78,0.84,1.04,1.36,1.72
2017-01-28,0.69,0.72,0.78,0.84,1.04,1.36,1.72
2017-01-29,0.69,0.72,0.78,0.84,1.04,1.36,1.72
2017-01-30,0.69,0.72,0.78,0.84,1.03,1.36,1.72
2017-01-31,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017-02-01,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017-02-02,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017-02-03,0.68,0.71,0.83,0.9,1.1,1.42,1.8
2017-02-04,0.68,0.71,0.83,0.9,1.1,1.42,1.8
2017-02-05,0.93,0.95,0.99,1.04,1.17,1.43,1.78
2017-02-06,0.93,0.95,1.09,1.14,1.22,1.43,1.73
2017-02-07,0.93,0.95,1.09,1.14,1.22,1.43,1.73
2017-02-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-02-09,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-02-10,1.18,1.2,1.23,1.27,1.34,1.51,1.79
2017-02-11,1.18,1.2,1.24,1.33,1.39,1.59,1.86
2017-02-12,1.18,1.2,1.24,1.33,1.39,1.59,1.86
2017-02-13,0.69,0.72,0.77,0.85,1.04,1.34,1.71
2017-02-14,0.69,0.72,0.77,0.85,1.04,1.34,1.71
2017-02-15,0.69,0.72,0.77,0.85,1.04,1.34,1.72
2017-02-16,0.69,0.72,0.78,0.86,1.06,1.36,1.75
2017-02-17,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-18,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-19,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-20,0.69,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-21,0.69,0.71,0.78,0.85,1.05,1.36,1.75
2017-02-22,0.68,0.71,0.78,0.85,1.05,1.36,1.75
2017-02-23,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-24,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-25,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-26,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-27,0.68,0.71,0.78,0.85,1.05,1.36,1.74
2017-02-28,0.68,0.71,0.79,0.86,1.06,1.37,1.76
2017-03-01,0.7,0.72,0.77,0.82,1.0,1.32,1.69
2017-03-02,0.69,0.72,0.78,0.84,1.03,1.35,1.71
2017-03-03,0.68,0.71,0.83,0.91,1.1,1.42,1.81
2017-03-04,0.93,0.95,0.98,1.03,1.15,1.43,1.8
2017-03-05,0.93,0.95,0.99,1.05,1.17,1.43,1.77
2017-03-06,0.93,0.95,0.99,1.05,1.17,1.43,1.77
2017-03-07,1.17,1.19,1.23,1.25,1.3,1.46,1.75
2017-03-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-03-09,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-03-10,1.18,1.2,1.24,1.27,1.34,1.52,1.8
2017-03-11,1.18,1.2,1.24,1.33,1.39,1.59,1.86
2017-03-12,1.18,1.2,1.24,1.33,1.39,1.59,1.86
2017-03-13,0.68,0.88,0.91,0.97,1.13,1.43,1.82
2017-03-14,0.69,0.91,0.93,0.98,1.14,1.43,1.82
2017-03-15,0.69,0.92,0.94,0.99,1.15,1.44,1.83
2017-03-16,0.93,0.95,0.98,1.02,1.15,1.43,1.81
2017-03-17,0.92,0.95,0.98,1.02,1.15,1.43,1.81
2017-03-18,0.92,0.95,0.98,1.02,1.15,1.43,1.81
2017-03-19,0.92,0.95,0.98,1.02,1.15,1.43,1.81
2017-03-20,0.93,0.95,0.98,1.02,1.16,1.43,1.82
2017-03-21,0.93,0.95,0.98,1.02,1.16,1.43,1.82
2017-03-22,0.93,0.94,0.98,1.02,1.16,1.43,1.81
2017-03-23,0.93,0.94,0.98,1.02,1.15,1.43,1.8
2017-03-24,0.93,0.94,0.98,1.02,1.15,1.43,1.8
2017-03-25,0.93,0.94,0.98,1.02,1.15,1.43,1.8
2017-03-26,0.93,0.94,0.98,1.02,1.15,1.43,1.8
2017-03-27,0.92,0.94,0.98,1.02,1.15,1.42,1.8
2017-03-28,0.92,0.94,0.98,1.02,1.15,1.42,1.8
2017-03-29,0.93,0.95,0.98,1.02,1.15,1.42,1.79
2017-03-30,0.93,0.96,0.98,1.03,1.15,1.42,1.79
2017-03-31,0.92,0.95,0.98,1.02,1.15,1.42,1.8
2017-04-01,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-04-02,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-04-03,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-04-04,0.93,0.95,0.99,1.03,1.15,1.43,1.79
2017-04-05,0.93,0.95,0.99,1.06,1.18,1.44,1.78
2017-04-06,0.93,0.95,0.99,1.06,1.18,1.44,1.78
2017-04-07,1.17,1.19,1.22,1.25,1.3,1.46,1.75
2017-04-08,1.18,1.2,1.23,1.26,1.31,1.45,1.72
2017-04-09,,1.2,1.23,1.27,1.32,1.45,1.71
2017-04-10,1.18,1.2,1.24,1.27,1.35,1.51,1.8
2017-04-11,1.18,1.2,1.24,1.27,1.35,1.51,1.8
2017-04-12,1.18,1.21,1.39,1.45,1.51,1.69,1.98
2017-04-13,0.93,0.95,0.99,1.03,1.16,1.4,1.77
2017-04-14,0.93,0.95,0.99,1.03,1.16,1.4,1.77
2017-04-15,0.93,0.95,0.99,1.03,1.16,1.4,1.77
2017-04-16,0.93,0.95,0.99,1.03,1.16,1.4,1.77
2017-04-17,0.93,0.95,0.99,1.03,1.16,1.4,1.77
2017-04-18,0.93,0.95,0.99,1.04,1.16,1.4,1.76
2017-04-19,0.93,0.95,0.99,1.04,1.16,1.39,1.74
2017-04-20,0.93,0.94,0.99,1.04,1.15,1.39,1.74
2017-04-21,0.93,0.94,0.99,1.04,1.16,1.4,1.74
2017-04-22,0.93,0.94,0.99,1.04,1.16,1.4,1.74
2017-04-23,0.93,0.94,0.99,1.04,1.16,1.4,1.74
2017-04-24,0.93,0.94,0.99,1.05,1.17,1.42,1.77
2017-04-25,0.93,0.94,0.99,1.04,1.17,1.42,1.77
2017-04-26,0.93,0.95,0.99,1.04,1.17,1.43,1.78
2017-04-27,0.93,0.95,1.0,1.04,1.17,1.43,1.78
2017-04-28,0.93,0.95,1.0,1.04,1.17,1.43,1.77
2017-04-29,0.93,0.95,1.0,1.04,1.17,1.43,1.77
2017-04-30,0.93,0.95,1.0,1.04,1.17,1.43,1.77
2017-05-01,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-05-02,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-05-03,0.69,0.72,0.77,0.82,1.01,1.32,1.69
2017-05-04,0.93,0.95,0.99,1.03,1.15,1.42,1.8
2017-05-05,0.93,0.95,0.99,1.06,1.18,1.43,1.78
2017-05-06,0.93,0.95,1.08,1.14,1.22,1.42,1.73
2017-05-07,1.17,1.19,1.22,1.26,1.3,1.46,1.75
2017-05-08,1.17,1.19,1.22,1.26,1.3,1.46,1.75
2017-05-09,1.18,1.2,1.23,1.27,1.32,1.46,1.71
2017-05-10,1.18,1.2,1.24,1.27,1.35,1.51,1.8
2017-05-11,1.18,1.2,1.24,1.27,1.35,1.51,1.8
2017-05-12,1.18,1.21,1.4,1.46,1.52,1.71,1.99
2017-05-13,1.18,1.21,1.4,1.46,1.52,1.71,1.99
2017-05-14,1.18,1.21,1.4,1.46,1.52,1.71,1.99
2017-05-15,0.93,0.95,1.0,1.08,1.18,1.42,1.75
2017-05-16,0.93,0.95,1.0,1.08,1.18,1.42,1.75
2017-05-17,0.93,0.95,1.0,1.08,1.18,1.41,1.73
2017-05-18,0.93,0.95,1.01,1.08,1.17,1.4,1.7
2017-05-19,0.93,0.95,1.02,1.1,1.19,1.42,1.72
2017-05-20,0.93,0.95,1.02,1.1,1.19,1.42,1.72
2017-05-21,0.93,0.95,1.02,1.1,1.19,1.42,1.72
2017-05-22,0.93,0.95,1.03,1.1,1.19,1.42,1.73
2017-05-23,0.93,0.95,1.02,1.1,1.19,1.41,1.72
2017-05-24,0.93,0.95,1.03,1.11,1.2,1.42,1.73
2017-05-25,0.93,0.95,1.04,1.12,1.2,1.42,1.72
2017-05-26,0.93,0.95,1.04,1.12,1.2,1.41,1.72
2017-05-27,0.93,0.95,1.04,1.12,1.2,1.41,1.72
2017-05-28,0.93,0.95,1.04,1.12,1.2,1.41,1.72
2017-05-29,0.93,0.95,1.04,1.12,1.2,1.41,1.72
2017-05-30,0.93,0.95,1.05,1.11,1.2,1.41,1.72
2017-05-31,0.93,0.95,1.06,1.13,1.21,1.42,1.72
2017-06-01,0.69,0.72,0.76,0.83,1.01,1.32,1.68
2017-06-02,0.69,0.72,0.78,0.84,1.04,1.34,1.71
2017-06-03,0.68,0.71,0.85,0.93,1.11,1.42,1.8
2017-06-04,0.93,0.95,0.99,1.03,1.16,1.43,1.8
2017-06-05,0.93,0.95,0.99,1.03,1.16,1.43,1.8
2017-06-06,0.93,0.95,1.09,1.14,1.22,1.42,1.72
2017-06-07,1.17,1.19,1.22,1.25,1.3,1.47,1.76
2017-06-08,1.17,1.19,1.22,1.25,1.3,1.47,1.76
2017-06-09,1.18,1.2,1.23,1.27,1.32,1.45,1.71
2017-06-10,1.18,1.2,1.24,1.27,1.35,1.52,1.8
2017-06-11,1.18,1.2,1.24,1.33,1.4,1.59,1.86
2017-06-12,1.18,1.23,1.41,1.46,1.52,1.71,1.99
2017-06-13,0.93,1.15,1.16,1.19,1.25,1.42,1.74
2017-06-14,0.93,1.16,1.17,1.2,1.25,1.43,1.74
2017-06-15,1.18,1.19,1.21,1.24,1.27,1.43,1.73
2017-06-16,1.18,1.19,1.21,1.24,1.27,1.43,1.73
2017-06-17,1.18,1.19,1.21,1.24,1.27,1.43,1.73
2017-06-18,1.18,1.19,1.21,1.24,1.27,1.43,1.73
2017-06-19,1.18,1.19,1.21,1.25,1.28,1.43,1.73
2017-06-20,1.18,1.19,1.22,1.25,1.29,1.44,1.74
2017-06-21,1.18,1.19,1.22,1.25,1.29,1.44,1.74
2017-06-22,1.18,1.2,1.22,1.25,1.3,1.45,1.74
2017-06-23,1.18,1.19,1.22,1.25,1.29,1.44,1.73
2017-06-24,1.18,1.19,1.22,1.25,1.29,1.44,1.73
2017-06-25,1.18,1.19,1.22,1.25,1.29,1.44,1.73
2017-06-26,1.18,1.19,1.22,1.25,1.29,1.45,1.73
2017-06-27,1.18,1.19,1.22,1.25,1.3,1.45,1.73
2017-06-28,1.18,1.19,1.23,1.25,1.3,1.45,1.74
2017-06-29,1.17,1.19,1.23,1.25,1.3,1.45,1.74
2017-06-30,1.16,1.19,1.22,1.25,1.3,1.45,1.74
2017-07-01,1.16,1.19,1.22,1.25,1.3,1.45,1.74
2017-07-02,0.69,0.72,0.77,0.84,1.04,1.34,1.71
2017-07-03,0.68,0.71,0.85,0.93,1.11,1.42,1.8
2017-07-04,0.93,0.95,0.99,1.03,1.16,1.43,1.8
2017-07-05,0.93,0.95,0.99,1.03,1.16,1.43,1.8
2017-07-06,0.93,0.98,1.1,1.15,1.22,1.41,1.72
2017-07-07,1.17,1.19,1.23,1.25,1.31,1.47,1.76
2017-07-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-07-09,1.18,1.2,1.24,1.27,1.32,1.45,1.71
2017-07-10,1.18,1.2,1.24,1.27,1.32,1.45,1.71
2017-07-11,1.18,1.21,1.24,1.34,1.4,1.6,1.87
2017-07-12,1.18,1.3,1.43,1.48,1.54,1.72,2.0
2017-07-13,1.18,1.19,1.23,1.26,1.3,1.46,1.74
2017-07-14,1.18,1.19,1.23,1.26,1.3,1.46,1.74
2017-07-15,1.18,1.19,1.23,1.26,1.3,1.46,1.74
2017-07-16,1.18,1.19,1.23,1.26,1.3,1.46,1.74
2017-07-17,1.18,1.19,1.23,1.26,1.31,1.45,1.73
2017-07-18,1.18,1.19,1.23,1.26,1.31,1.46,1.73
2017-07-19,1.18,1.19,1.23,1.26,1.31,1.45,1.73
2017-07-20,1.18,1.19,1.23,1.26,1.31,1.46,1.74
2017-07-21,1.18,1.19,1.23,1.26,1.31,1.45,1.74
2017-07-22,1.18,1.19,1.23,1.26,1.31,1.45,1.74
2017-07-23,1.18,1.19,1.23,1.26,1.31,1.45,1.74
2017-07-24,1.18,1.19,1.23,1.26,1.31,1.45,1.74
2017-07-25,1.18,1.19,1.23,1.26,1.32,1.45,1.74
2017-07-26,1.18,1.19,1.23,1.26,1.31,1.46,1.74
2017-07-27,1.18,1.19,1.23,1.26,1.31,1.45,1.73
2017-07-28,1.18,1.2,1.23,1.26,1.31,1.46,1.73
2017-07-29,1.18,1.2,1.23,1.26,1.31,1.46,1.73
2017-07-30,1.18,1.2,1.23,1.26,1.31,1.46,1.73
2017-07-31,1.18,1.2,1.23,1.26,1.31,1.46,1.73
2017-08-01,1.18,1.2,1.23,1.26,1.31,1.46,1.73
2017-08-02,0.69,0.72,0.77,0.84,1.03,1.34,1.7
2017-08-03,0.68,0.74,0.86,0.93,1.11,1.42,1.8
2017-08-04,0.68,0.74,0.86,0.93,1.11,1.42,1.8
2017-08-05,0.93,0.95,0.99,1.07,1.18,1.44,1.79
2017-08-06,0.93,1.04,1.12,1.16,1.23,1.42,1.73
2017-08-07,0.93,1.04,1.12,1.16,1.23,1.42,1.73
2017-08-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-08-09,1.18,1.2,1.24,1.27,1.31,1.45,1.7
2017-08-10,1.18,1.2,1.24,1.27,1.31,1.45,1.7
2017-08-11,1.18,1.2,1.25,1.34,1.41,1.6,1.87
2017-08-12,1.18,1.34,1.44,1.49,1.55,1.73,2.01
2017-08-13,1.18,1.34,1.44,1.49,1.55,1.73,2.01
2017-08-14,1.18,1.2,1.23,1.26,1.31,1.45,1.72
2017-08-15,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-08-16,1.18,1.2,1.23,1.26,1.32,1.46,1.74
2017-08-17,1.18,1.2,1.23,1.26,1.32,1.46,1.73
2017-08-18,1.18,1.2,1.24,1.26,1.31,1.46,1.73
2017-08-19,1.18,1.2,1.24,1.26,1.31,1.46,1.73
2017-08-20,1.18,1.2,1.24,1.26,1.31,1.46,1.73
2017-08-21,1.18,1.2,1.24,1.26,1.31,1.46,1.73
2017-08-22,1.18,1.2,1.24,1.26,1.32,1.46,1.73
2017-08-23,1.18,1.19,1.23,1.27,1.32,1.46,1.73
2017-08-24,1.18,1.2,1.23,1.27,1.32,1.45,1.72
2017-08-25,1.18,1.2,1.24,1.27,1.32,1.46,1.73
2017-08-26,1.18,1.2,1.24,1.27,1.32,1.46,1.73
2017-08-27,1.18,1.2,1.24,1.27,1.32,1.46,1.73
2017-08-28,1.18,1.2,1.24,1.27,1.32,1.46,1.73
2017-08-29,1.18,1.2,1.24,1.28,1.32,1.45,1.71
2017-08-30,1.18,1.2,1.24,1.28,1.32,1.45,1.71
2017-08-31,1.18,1.2,1.23,1.28,1.32,1.45,1.71
2017-09-01,0.69,0.72,0.76,0.83,1.01,1.33,1.7
2017-09-02,0.69,0.72,0.77,0.84,1.03,1.33,1.69
2017-09-03,0.68,0.82,0.88,0.95,1.12,1.43,1.81
2017-09-04,0.68,0.82,0.88,0.95,1.12,1.43,1.81
2017-09-05,0.93,0.95,0.99,1.07,1.18,1.45,1.79
2017-09-06,0.93,1.08,1.13,1.17,1.24,1.42,1.73
2017-09-07,0.93,1.08,1.13,1.17,1.24,1.42,1.73
2017-09-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-09-09,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-09-10,,1.2,1.24,1.27,1.36,1.52,1.81
2017-09-11,1.18,1.2,1.24,1.35,1.41,1.61,1.88
2017-09-12,1.18,1.2,1.24,1.35,1.41,1.61,1.88
2017-09-13,1.18,1.2,1.23,1.27,1.32,1.46,1.71
2017-09-14,1.18,1.2,1.23,1.27,1.32,1.46,1.72
2017-09-15,1.18,1.2,1.24,1.27,1.32,1.47,1.73
2017-09-16,1.18,1.2,1.24,1.27,1.32,1.47,1.73
2017-09-17,1.18,1.2,1.24,1.27,1.32,1.47,1.73
2017-09-18,1.18,1.2,1.24,1.27,1.32,1.47,1.74
2017-09-19,1.18,1.2,1.24,1.27,1.33,1.48,1.74
2017-09-20,1.18,1.2,1.24,1.27,1.32,1.48,1.75
2017-09-21,1.18,1.19,1.24,1.27,1.33,1.49,1.77
2017-09-22,1.18,1.19,1.24,1.27,1.33,1.5,1.78
2017-09-23,1.18,1.19,1.24,1.27,1.33,1.5,1.78
2017-09-24,1.18,1.19,1.24,1.27,1.33,1.5,1.78
2017-09-25,1.18,1.19,1.24,1.27,1.33,1.5,1.77
2017-09-26,1.18,1.2,1.23,1.27,1.33,1.5,1.78
2017-09-27,1.18,1.2,1.24,1.27,1.33,1.5,1.79
2017-09-28,1.18,1.2,1.24,1.27,1.34,1.51,1.79
2017-09-29,1.18,1.2,1.23,1.27,1.33,1.51,1.78
2017-09-30,1.18,1.2,1.23,1.27,1.33,1.51,1.78
2017-10-01,0.69,0.72,0.76,0.83,1.02,1.33,1.7
2017-10-02,0.69,0.71,0.77,0.85,1.04,1.34,1.7
2017-10-03,0.68,0.85,0.89,0.96,1.12,1.43,1.82
2017-10-04,0.68,0.85,0.89,0.96,1.12,1.43,1.82
2017-10-05,0.93,0.95,0.99,1.07,1.18,1.44,1.79
2017-10-06,0.93,0.95,0.99,1.07,1.18,1.44,1.79
2017-10-07,1.17,1.19,1.22,1.25,1.3,1.46,1.75
2017-10-08,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-10-09,1.18,1.2,1.23,1.26,1.31,1.45,1.73
2017-10-10,1.18,1.2,1.24,1.27,1.36,1.52,1.81
2017-10-11,1.18,1.2,1.25,1.35,1.41,1.61,1.88
2017-10-12,1.18,1.2,1.25,1.35,1.41,1.61,1.88
2017-10-13,1.18,1.2,1.24,1.28,1.35,1.53,1.81
2017-10-14,1.18,1.2,1.24,1.28,1.35,1.53,1.81
2017-10-15,1.18,1.2,1.24,1.28,1.35,1.53,1.81
2017-10-16,1.18,1.21,1.24,1.28,1.35,1.53,1.81
2017-10-17,1.18,1.21,1.24,1.28,1.36,1.55,1.82
2017-10-18,1.18,1.2,1.24,1.28,1.36,1.55,1.83
2017-10-19,1.18,1.21,1.24,1.29,1.36,1.55,1.83
2017-10-20,1.18,1.2,1.24,1.3,1.36,1.55,1.83
2017-10-21,1.18,1.2,1.24,1.3,1.36,1.55,1.83
2017-10-22,1.18,1.2,1.24,1.3,1.36,1.55,1.83
2017-10-23,1.18,1.2,1.24,1.3,1.37,1.56,1.84
2017-10-24,1.18,1.2,1.24,1.3,1.37,1.56,1.83
2017-10-25,1.18,1.2,1.24,1.31,1.37,1.56,1.84
2017-10-26,1.18,1.21,1.24,1.31,1.38,1.56,1.84
2017-10-27,1.18,1.2,1.24,1.31,1.38,1.57,1.85
2017-10-28,1.18,1.2,1.24,1.31,1.38,1.57,1.85
2017-10-29,1.18,1.2,1.24,1.31,1.38,1.57,1.85
2017-10-30,1.18,1.2,1.24,1.32,1.38,1.57,1.84
2017-10-31,1.18,1.21,1.24,1.32,1.38,1.58,1.85
