,ON,w1,m1,m2,m3,m6,m12
2010-12-28,0.24,0.25,0.26,0.28,0.3,0.46,0.78
2010-12-29,0.25,0.25,0.26,0.28,0.3,0.46,0.78
2010-12-30,0.25,0.25,0.26,0.28,0.3,0.46,0.78
2010-12-31,0.25,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-01,0.25,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-01-03,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-01-04,0.18,0.22,0.24,0.27,0.3,0.46,0.79
2011-01-05,0.18,0.22,0.24,0.27,0.3,0.46,0.79
2011-01-06,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-01-07,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-01-08,0.13,0.16,0.19,0.22,0.26,0.43,0.76
2011-01-09,0.14,0.19,0.22,0.27,0.33,0.49,0.8
2011-01-10,0.14,0.19,0.22,0.27,0.33,0.49,0.8
2011-01-11,0.14,0.19,0.25,0.33,0.43,0.62,0.94
2011-01-12,0.15,0.2,0.27,0.39,0.53,0.75,1.06
2011-01-13,0.24,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-14,0.24,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-15,0.24,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-16,0.24,0.25,0.26,0.28,0.3,0.46,0.78
2011-01-17,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-18,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-19,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-20,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-21,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-22,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-23,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-24,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-25,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-26,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-27,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-28,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-29,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-30,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-01-31,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-02-01,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-02-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-03,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-04,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-05,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-06,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-02-07,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-02-08,0.17,0.18,0.2,0.23,0.26,0.44,0.76
2011-02-09,0.14,0.19,0.22,0.27,0.33,0.49,0.8
2011-02-10,0.14,0.19,0.22,0.27,0.33,0.49,0.8
2011-02-11,0.14,0.19,0.25,0.34,0.43,0.62,0.94
2011-02-12,0.15,0.2,0.27,0.39,0.53,0.75,1.07
2011-02-13,0.15,0.2,0.27,0.39,0.53,0.75,1.07
2011-02-14,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-15,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-16,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-17,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-18,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-19,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-20,0.23,0.25,0.26,0.29,0.31,0.47,0.8
2011-02-21,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-22,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-23,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-24,0.23,0.25,0.26,0.28,0.31,0.46,0.79
2011-02-25,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-26,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-27,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-02-28,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-03-01,0.23,0.25,0.26,0.29,0.31,0.46,0.79
2011-03-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-03-03,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-03-04,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-03-05,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-03-06,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-03-07,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-03-08,0.18,0.19,0.21,0.23,0.27,0.44,0.76
2011-03-09,0.18,0.19,0.21,0.23,0.27,0.44,0.76
2011-03-10,0.14,0.19,0.24,0.3,0.38,0.56,0.87
2011-03-11,0.14,0.19,0.25,0.34,0.44,0.63,0.94
2011-03-12,0.14,0.19,0.25,0.34,0.44,0.63,0.94
2011-03-13,0.14,0.19,0.25,0.34,0.44,0.63,0.94
2011-03-14,0.21,0.24,0.25,0.28,0.31,0.46,0.78
2011-03-15,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-16,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-17,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-18,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-19,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-20,0.21,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-21,0.2,0.24,0.25,0.28,0.31,0.46,0.77
2011-03-22,0.2,0.23,0.25,0.28,0.31,0.46,0.77
2011-03-23,0.2,0.23,0.25,0.28,0.31,0.46,0.77
2011-03-24,0.2,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-25,0.19,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-26,0.19,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-27,0.19,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-28,0.19,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-29,0.19,0.23,0.25,0.28,0.31,0.46,0.78
2011-03-30,0.19,0.22,0.24,0.28,0.3,0.46,0.78
2011-03-31,0.18,0.22,0.24,0.27,0.3,0.46,0.78
2011-04-01,0.25,0.25,0.26,0.28,0.3,0.46,0.78
2011-04-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-04-03,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-04-04,0.18,0.22,0.24,0.27,0.3,0.46,0.78
2011-04-05,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-06,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-07,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-04-08,0.15,0.18,0.21,0.23,0.27,0.44,0.77
2011-04-09,0.15,0.18,0.21,0.23,0.27,0.44,0.77
2011-04-10,0.14,0.19,0.24,0.3,0.38,0.57,0.88
2011-04-11,0.14,0.19,0.25,0.34,0.44,0.63,0.95
2011-04-12,0.14,0.19,0.25,0.34,0.44,0.63,0.95
2011-04-13,0.14,0.19,0.22,0.25,0.28,0.44,0.77
2011-04-14,0.14,0.18,0.22,0.24,0.28,0.44,0.76
2011-04-15,0.14,0.18,0.21,0.24,0.27,0.44,0.76
2011-04-16,0.14,0.18,0.21,0.24,0.27,0.44,0.76
2011-04-17,0.14,0.18,0.21,0.24,0.27,0.44,0.76
2011-04-18,0.13,0.18,0.21,0.24,0.27,0.44,0.76
2011-04-19,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-20,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-21,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-22,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-23,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-24,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-25,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-26,0.14,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-27,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-28,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-29,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-04-30,0.13,0.18,0.21,0.24,0.27,0.43,0.76
2011-05-01,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-05-02,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-05-03,0.24,0.25,0.26,0.28,0.3,0.45,0.78
2011-05-04,0.17,0.21,0.24,0.27,0.29,0.46,0.78
2011-05-05,0.13,0.17,0.21,0.24,0.27,0.43,0.75
2011-05-06,0.13,0.17,0.21,0.24,0.27,0.43,0.75
2011-05-07,0.12,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-08,0.14,0.18,0.21,0.23,0.27,0.44,0.76
2011-05-09,0.14,0.19,0.22,0.27,0.33,0.5,0.81
2011-05-10,0.14,0.19,0.24,0.3,0.38,0.57,0.88
2011-05-11,0.14,0.19,0.24,0.3,0.38,0.57,0.88
2011-05-12,0.15,0.2,0.27,0.39,0.53,0.75,1.07
2011-05-13,0.13,0.17,0.2,0.23,0.26,0.42,0.74
2011-05-14,0.13,0.17,0.2,0.23,0.26,0.42,0.74
2011-05-15,0.13,0.17,0.2,0.23,0.26,0.42,0.74
2011-05-16,0.13,0.17,0.2,0.23,0.26,0.41,0.74
2011-05-17,0.13,0.17,0.2,0.23,0.26,0.41,0.74
2011-05-18,0.13,0.17,0.2,0.23,0.26,0.41,0.73
2011-05-19,0.13,0.17,0.2,0.23,0.26,0.41,0.74
2011-05-20,0.13,0.17,0.19,0.23,0.26,0.41,0.73
2011-05-21,0.13,0.17,0.19,0.23,0.26,0.41,0.73
2011-05-22,0.13,0.17,0.19,0.23,0.26,0.41,0.73
2011-05-23,0.13,0.16,0.19,0.23,0.26,0.41,0.73
2011-05-24,0.13,0.16,0.19,0.23,0.26,0.4,0.73
2011-05-25,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-26,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-27,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-28,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-29,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-30,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-05-31,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-01,0.24,0.25,0.26,0.28,0.3,0.46,0.79
2011-06-02,0.24,0.25,0.26,0.28,0.3,0.46,0.79
2011-06-03,0.24,0.25,0.26,0.28,0.3,0.46,0.79
2011-06-04,0.16,0.21,0.23,0.26,0.29,0.45,0.78
2011-06-05,0.13,0.17,0.2,0.24,0.27,0.42,0.75
2011-06-06,0.13,0.16,0.19,0.22,0.25,0.4,0.72
2011-06-07,0.12,0.16,0.19,0.22,0.25,0.4,0.74
2011-06-08,0.12,0.16,0.19,0.22,0.25,0.4,0.74
2011-06-09,0.14,0.19,0.23,0.27,0.34,0.5,0.81
2011-06-10,0.14,0.19,0.24,0.31,0.39,0.58,0.89
2011-06-11,0.14,0.19,0.24,0.31,0.39,0.58,0.89
2011-06-12,0.15,0.2,0.28,0.39,0.54,0.76,1.08
2011-06-13,0.13,0.16,0.19,0.22,0.25,0.39,0.72
2011-06-14,0.13,0.16,0.19,0.22,0.25,0.39,0.72
2011-06-15,0.13,0.16,0.19,0.22,0.24,0.39,0.72
2011-06-16,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-17,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-18,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-19,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-20,0.13,0.16,0.19,0.22,0.25,0.39,0.73
2011-06-21,0.13,0.16,0.19,0.22,0.25,0.39,0.73
2011-06-22,0.13,0.16,0.19,0.22,0.25,0.39,0.73
2011-06-23,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-24,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-25,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-26,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-27,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-06-28,0.13,0.16,0.19,0.22,0.25,0.4,0.74
2011-06-29,0.13,0.16,0.19,0.22,0.25,0.4,0.74
2011-06-30,0.13,0.16,0.19,0.22,0.25,0.4,0.73
2011-07-01,0.24,0.25,0.26,0.28,0.3,0.46,0.79
2011-07-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-07-03,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-07-04,0.16,0.2,0.23,0.26,0.29,0.45,0.78
2011-07-05,0.16,0.2,0.23,0.26,0.29,0.45,0.78
2011-07-06,0.13,0.16,0.19,0.22,0.25,0.4,0.72
2011-07-07,0.12,0.16,0.19,0.22,0.25,0.4,0.74
2011-07-08,0.12,0.16,0.19,0.22,0.25,0.4,0.74
2011-07-09,0.14,0.19,0.23,0.27,0.34,0.5,0.82
2011-07-10,0.14,0.19,0.24,0.31,0.39,0.58,0.89
2011-07-11,0.14,0.19,0.25,0.34,0.44,0.64,0.95
2011-07-12,0.15,0.2,0.28,0.4,0.54,0.76,1.08
2011-07-13,0.12,0.16,0.19,0.22,0.25,0.41,0.74
2011-07-14,0.12,0.16,0.19,0.22,0.25,0.42,0.74
2011-07-15,0.12,0.16,0.19,0.22,0.25,0.42,0.74
2011-07-16,0.12,0.16,0.19,0.22,0.25,0.42,0.74
2011-07-17,0.12,0.16,0.19,0.22,0.25,0.42,0.74
2011-07-18,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-19,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-20,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-21,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-22,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-23,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-24,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-25,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-26,0.12,0.16,0.19,0.22,0.25,0.42,0.75
2011-07-27,0.12,0.16,0.19,0.22,0.25,0.43,0.76
2011-07-28,0.12,0.16,0.19,0.22,0.25,0.43,0.76
2011-07-29,0.13,0.16,0.19,0.22,0.26,0.43,0.76
2011-07-30,0.13,0.16,0.19,0.22,0.26,0.43,0.76
2011-07-31,0.13,0.16,0.19,0.22,0.26,0.43,0.76
2011-08-01,0.13,0.16,0.19,0.22,0.26,0.43,0.76
2011-08-02,0.24,0.25,0.26,0.29,0.31,0.46,0.79
2011-08-03,0.22,0.25,0.26,0.29,0.31,0.46,0.78
2011-08-04,0.15,0.2,0.23,0.26,0.29,0.45,0.78
2011-08-05,0.15,0.2,0.23,0.26,0.29,0.45,0.78
2011-08-06,0.13,0.16,0.19,0.22,0.25,0.4,0.72
2011-08-07,0.12,0.16,0.19,0.22,0.25,0.4,0.74
2011-08-08,0.14,0.18,0.21,0.24,0.27,0.44,0.77
2011-08-09,0.14,0.19,0.22,0.27,0.34,0.5,0.82
2011-08-10,0.14,0.19,0.22,0.27,0.34,0.5,0.82
2011-08-11,0.14,0.19,0.25,0.34,0.44,0.64,0.96
2011-08-12,0.15,0.2,0.28,0.4,0.54,0.76,1.08
2011-08-13,0.15,0.2,0.28,0.4,0.54,0.76,1.08
2011-08-14,0.15,0.2,0.28,0.4,0.54,0.76,1.08
2011-08-15,0.14,0.18,0.21,0.25,0.29,0.46,0.77
2011-08-16,0.14,0.18,0.21,0.25,0.29,0.46,0.78
2011-08-17,0.14,0.18,0.21,0.25,0.3,0.46,0.78
2011-08-18,0.14,0.18,0.21,0.25,0.3,0.46,0.78
2011-08-19,0.14,0.18,0.22,0.26,0.3,0.47,0.78
2011-08-20,0.14,0.18,0.22,0.26,0.3,0.47,0.78
2011-08-21,0.14,0.18,0.22,0.26,0.3,0.47,0.78
2011-08-22,0.14,0.18,0.22,0.26,0.31,0.47,0.79
2011-08-23,0.14,0.18,0.22,0.26,0.31,0.48,0.79
2011-08-24,0.14,0.18,0.22,0.26,0.31,0.48,0.79
2011-08-25,0.14,0.19,0.22,0.27,0.32,0.48,0.8
2011-08-26,0.14,0.19,0.22,0.27,0.32,0.48,0.8
2011-08-27,0.14,0.19,0.22,0.27,0.32,0.48,0.8
2011-08-28,0.14,0.19,0.22,0.27,0.32,0.48,0.8
2011-08-29,0.14,0.19,0.22,0.27,0.32,0.48,0.8
2011-08-30,0.14,0.19,0.22,0.27,0.33,0.48,0.8
2011-08-31,0.15,0.19,0.22,0.27,0.33,0.49,0.8
2011-09-01,0.15,0.19,0.22,0.27,0.33,0.49,0.8
2011-09-02,0.24,0.25,0.26,0.29,0.31,0.47,0.8
2011-09-03,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-09-04,0.22,0.25,0.26,0.29,0.31,0.46,0.79
2011-09-05,0.13,0.17,0.2,0.24,0.27,0.42,0.75
2011-09-06,0.13,0.16,0.19,0.22,0.25,0.4,0.72
2011-09-07,0.13,0.16,0.19,0.22,0.25,0.4,0.72
2011-09-08,0.14,0.18,0.21,0.24,0.28,0.45,0.77
2011-09-09,0.14,0.19,0.23,0.28,0.34,0.5,0.82
2011-09-10,0.14,0.19,0.23,0.28,0.34,0.5,0.82
2011-09-11,0.14,0.19,0.25,0.34,0.45,0.65,0.96
2011-09-12,0.15,0.2,0.28,0.4,0.54,0.76,1.08
2011-09-13,0.14,0.19,0.23,0.28,0.35,0.52,0.83
2011-09-14,0.15,0.19,0.23,0.28,0.35,0.52,0.83
2011-09-15,0.15,0.19,0.23,0.28,0.35,0.52,0.84
2011-09-16,0.15,0.19,0.23,0.28,0.35,0.52,0.83
2011-09-17,0.15,0.19,0.23,0.28,0.35,0.52,0.83
2011-09-18,0.15,0.19,0.23,0.28,0.35,0.52,0.83
2011-09-19,0.15,0.19,0.23,0.29,0.35,0.52,0.84
2011-09-20,0.15,0.19,0.23,0.29,0.36,0.53,0.84
